Date,Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine
2009-01-01,11,12,11,8,7,11,9,12,14,12
2009-01-02,10,15,12,10,4,10,13,8,18,7
2009-01-03,10,13,12,13,8,13,11,7,12,8
2009-01-04,14,9,10,9,7,14,8,13,10,13
2009-01-05,11,12,13,9,10,10,10,11,9,12
2009-01-06,10,9,12,5,11,13,9,8,13,17
2009-01-07,9,12,11,11,8,15,13,9,11,8
2009-01-08,10,22,13,13,12,6,4,10,11,6
2009-01-09,12,12,7,7,9,13,9,16,15,7
2009-01-10,16,11,12,12,8,11,15,5,10,7
2009-01-11,10,8,11,7,11,8,15,11,12,14
2009-01-12,11,5,11,12,10,16,10,13,9,10
2009-01-13,11,11,12,7,11,7,15,12,10,11
2009-01-14,17,15,10,6,7,14,9,12,11,6
2009-01-15,15,12,11,9,5,12,14,17,8,4
2009-01-16,9,9,12,12,10,11,16,6,13,9
2009-01-17,16,10,14,7,7,11,13,12,6,11
2009-01-18,10,14,13,5,11,13,13,9,11,8
2009-01-19,9,9,11,15,7,10,11,10,17,8
2009-01-20,6,8,8,13,14,9,12,13,11,13
2009-01-21,11,16,9,11,10,13,16,9,6,6
2009-01-22,7,6,15,7,11,19,8,11,12,11
2009-01-23,17,10,5,10,11,12,14,10,11,7
2009-01-24,12,5,12,12,15,12,13,11,7,8
2009-01-25,26,0,0,0,0,0,0,0,0,0
2009-01-26,26,0,0,0,0,0,0,0,0,0
2009-01-27,11,18,12,14,14,13,3,6,10,6
2009-01-28,12,16,11,9,13,11,8,6,10,11
2009-01-29,11,9,14,11,10,12,6,4,17,13
2009-01-30,7,10,9,9,12,11,17,11,7,14
2009-01-31,8,6,12,7,13,12,11,18,9,11
2009-02-01,9,13,9,8,10,10,10,11,12,15
2009-02-02,7,8,9,12,8,12,12,12,15,12
2009-02-03,8,11,13,9,10,6,16,5,16,13
2009-02-04,10,13,15,7,8,10,11,12,10,11
2009-02-05,9,7,13,9,10,16,12,9,14,8
2009-02-06,7,12,11,11,9,10,14,12,11,10
2009-02-07,13,8,18,15,10,4,11,12,11,5
2009-02-08,7,15,12,12,11,9,7,11,13,10
2009-02-09,12,11,8,12,8,13,11,13,8,11
2009-02-10,13,12,10,4,12,8,15,13,13,7
2009-02-11,17,15,9,8,5,11,12,12,8,10
2009-02-12,10,11,6,6,12,12,6,20,14,10
2009-02-13,10,12,9,8,10,11,10,15,9,13
2009-02-14,8,15,9,9,11,11,10,11,8,15
2009-02-15,10,12,16,11,8,10,12,9,7,12
2009-02-16,9,8,10,10,4,17,16,10,11,12
2009-02-17,8,13,12,10,10,11,10,12,13,8
2009-02-18,7,12,7,15,13,13,12,10,6,12
2009-02-19,11,13,14,15,10,12,5,9,9,9
2009-02-20,5,15,9,8,9,7,15,14,10,15
2009-02-21,7,8,16,10,13,15,9,12,6,11
2009-02-22,17,7,9,11,12,7,15,10,7,12
2009-02-23,12,4,10,12,11,15,7,13,15,8
2009-02-24,6,9,18,15,9,14,9,8,6,13
2009-02-25,8,14,6,15,11,11,11,14,9,8
2009-02-26,10,10,10,14,3,11,14,9,12,14
2009-02-27,4,9,13,13,11,9,12,9,17,10
2009-02-28,11,9,12,7,13,13,15,7,11,9
2009-03-01,6,8,11,13,12,11,8,16,15,7
2009-03-02,9,4,10,4,15,19,13,15,9,9
2009-03-03,12,14,12,7,10,10,11,12,10,9
2009-03-04,9,10,13,13,10,10,15,9,6,12
2009-03-05,12,8,9,11,11,18,8,11,12,7
2009-03-06,20,9,8,13,8,16,6,8,10,9
2009-03-07,13,7,10,9,11,9,12,11,11,14
2009-03-08,14,11,7,8,12,10,8,8,14,15
2009-03-09,17,5,11,8,9,8,14,13,10,12
2009-03-10,6,9,15,13,15,8,9,10,11,11
2009-03-11,9,13,6,16,14,6,13,12,7,11
2009-03-12,13,4,8,10,10,14,15,11,10,12
2009-03-13,11,7,10,12,9,9,16,10,11,12
2009-03-14,12,13,16,11,11,6,12,11,8,7
2009-03-15,13,9,10,9,8,14,8,9,15,12
2009-03-16,13,12,10,10,15,9,9,12,9,8
2009-03-17,12,17,9,12,11,5,4,11,16,10
2009-03-18,12,10,6,6,15,15,8,15,9,11
2009-03-19,9,6,12,10,12,8,8,10,15,17
2009-03-20,10,10,12,10,10,11,20,8,9,7
2009-03-21,13,12,10,8,9,12,11,12,12,8
2009-03-22,9,10,8,6,14,11,21,10,5,13
2009-03-23,11,11,12,11,16,10,9,12,10,5
2009-03-24,9,12,7,18,14,13,7,12,8,7
2009-03-25,11,12,11,9,15,5,11,13,9,11
2009-03-26,12,6,9,12,17,13,8,14,8,8
2009-03-27,8,9,11,11,10,9,11,13,11,14
2009-03-28,11,10,2,14,12,12,13,9,7,17
2009-03-29,11,15,14,6,12,11,11,4,7,16
2009-03-30,9,10,14,10,8,15,8,14,14,5
2009-03-31,13,13,7,8,11,10,12,7,10,16
2009-04-01,6,6,13,11,12,13,9,10,13,14
2009-04-02,13,6,11,14,11,10,15,9,11,7
2009-04-03,7,7,7,18,13,11,10,8,11,15
2009-04-04,7,10,8,12,14,12,9,15,14,6
2009-04-05,8,11,11,12,8,13,12,9,14,9
2009-04-06,14,13,13,12,12,11,9,5,12,6
2009-04-07,11,10,11,14,9,9,9,8,14,12
2009-04-08,14,13,10,8,10,12,10,8,12,10
2009-04-09,13,15,13,8,8,8,7,9,10,16
2009-04-10,12,7,15,6,14,13,10,14,11,5
2009-04-11,10,9,9,9,10,18,9,11,13,9
2009-04-12,11,13,16,15,12,6,6,7,15,6
2009-04-13,12,9,9,5,4,11,17,10,13,17
2009-04-14,5,10,6,14,8,17,8,17,11,11
2009-04-15,10,7,14,9,10,13,13,7,13,11
2009-04-16,8,12,9,8,9,20,10,15,8,8
2009-04-17,8,12,13,13,5,10,10,11,14,11
2009-04-18,9,10,14,13,12,10,10,11,7,11
2009-04-19,8,6,7,4,16,17,6,18,12,13
2009-04-20,9,6,11,12,9,12,13,19,12,4
2009-04-21,9,15,10,10,7,4,11,17,16,8
2009-04-22,13,6,15,7,12,12,12,7,10,13
2009-04-23,11,11,16,6,12,9,10,8,10,14
2009-04-24,12,9,14,12,11,8,16,11,5,9
2009-04-25,14,9,14,12,13,10,13,5,7,10
2009-04-26,13,8,14,12,10,6,19,11,5,9
2009-04-27,12,11,11,12,13,10,15,9,7,7
2009-04-28,8,9,15,6,12,13,16,9,9,10
2009-04-29,11,12,9,12,10,10,10,14,8,11
2009-04-30,12,10,9,19,11,10,8,11,8,9
2009-05-01,7,10,11,14,12,8,12,12,14,7
2009-05-02,11,9,13,9,10,10,11,11,8,15
2009-05-03,10,9,13,5,14,14,7,6,17,12
2009-05-04,11,8,13,11,11,7,10,16,10,10
2009-05-05,13,11,8,8,15,7,16,6,12,11
2009-05-06,4,7,13,14,6,14,13,14,10,12
2009-05-07,6,14,9,12,14,10,6,11,13,12
2009-05-08,9,16,14,13,13,12,7,11,4,8
2009-05-09,9,6,12,10,5,17,11,10,12,15
2009-05-10,11,17,15,18,8,8,9,8,6,7
2009-05-11,11,14,8,10,12,9,8,12,11,12
2009-05-12,11,12,11,12,12,13,8,11,8,9
2009-05-13,11,12,8,15,11,12,10,7,13,8
2009-05-14,8,12,16,11,8,12,11,11,9,9
2009-05-15,9,17,9,7,12,9,12,9,8,15
2009-05-16,11,11,11,18,12,14,7,9,5,9
2009-05-17,12,13,12,5,12,9,12,12,13,7
2009-05-18,8,8,13,6,13,13,10,12,11,13
2009-05-19,9,10,9,16,10,8,16,10,9,10
2009-05-20,12,9,15,7,10,11,10,10,7,16
2009-05-21,15,7,7,11,14,10,11,12,6,14
2009-05-22,14,15,9,14,8,6,11,10,7,13
2009-05-23,9,10,12,12,15,9,10,6,9,15
2009-05-24,12,10,11,11,11,12,9,16,5,10
2009-05-25,11,12,9,9,14,9,10,14,9,10
2009-05-26,8,9,15,12,8,8,14,9,12,12
2009-05-27,12,16,10,12,10,10,10,5,6,16
2009-05-28,10,9,6,18,7,10,11,9,13,14
2009-05-29,7,11,8,12,11,11,8,18,14,7
2009-05-30,8,17,10,9,9,9,9,14,11,11
2009-05-31,11,8,6,11,7,18,9,14,10,13
2009-06-01,12,1,18,7,12,9,12,16,12,8
2009-06-02,10,9,9,9,12,8,15,12,15,8
2009-06-03,13,12,11,10,11,10,12,13,7,8
2009-06-04,12,10,10,8,11,16,4,10,12,14
2009-06-05,12,12,8,15,10,7,12,10,10,11
2009-06-06,12,10,8,15,17,12,6,7,13,7
2009-06-07,16,12,7,9,14,9,8,14,11,7
2009-06-08,12,15,12,8,10,9,13,5,13,10
2009-06-09,11,11,9,8,11,10,12,11,15,9
2009-06-10,9,12,15,7,11,9,10,5,12,17
2009-06-11,15,8,9,10,14,14,10,7,14,6
2009-06-12,13,8,12,9,8,12,7,13,17,8
2009-06-13,8,9,15,13,9,12,16,10,4,11
2009-06-14,12,10,14,11,8,16,8,13,10,5
2009-06-15,11,7,12,8,15,6,12,12,8,16
2009-06-16,13,10,15,14,10,7,12,11,6,9
2009-06-17,8,22,18,11,7,11,8,7,9,6
2009-06-18,15,12,11,10,16,6,10,4,11,12
2009-06-19,13,8,10,17,8,10,10,8,10,13
2009-06-20,6,11,15,12,14,10,10,14,4,11
2009-06-21,12,11,11,11,5,6,17,11,8,15
2009-06-22,11,11,11,6,14,10,9,16,8,11
2009-06-23,10,9,14,11,11,8,10,12,16,6
2009-06-24,12,17,8,8,18,5,7,11,12,9
2009-06-25,8,10,7,13,12,10,15,10,7,15
2009-06-26,12,8,13,10,11,10,13,11,7,12
2009-06-27,14,12,12,10,10,8,9,9,9,14
2009-06-28,10,4,8,14,12,11,13,7,16,12
2009-06-29,10,10,7,10,12,11,11,12,11,13
2009-06-30,13,12,6,13,9,10,13,8,17,6
2009-07-01,12,8,11,8,9,15,18,7,14,5
2009-07-02,10,14,8,10,11,12,9,15,10,8
2009-07-03,6,17,11,10,13,7,18,9,8,8
2009-07-04,12,10,7,6,10,16,18,12,10,6
2009-07-05,10,8,13,12,7,11,7,17,13,9
2009-07-06,10,6,10,11,13,11,11,12,13,10
2009-07-07,3,13,14,8,9,11,12,19,9,9
2009-07-08,8,11,14,6,9,17,11,11,9,11
2009-07-09,11,11,10,12,15,10,14,7,6,11
2009-07-10,9,8,9,14,10,17,13,9,9,9
2009-07-11,16,15,7,7,8,11,11,14,9,9
2009-07-12,14,6,15,15,9,8,8,13,11,8
2009-07-13,4,10,11,10,7,12,14,12,12,15
2009-07-14,12,8,16,10,9,11,10,16,7,8
2009-07-15,10,13,11,7,7,16,8,11,14,10
2009-07-16,9,5,15,9,13,12,14,11,10,9
2009-07-17,11,11,9,13,13,10,10,14,10,6
2009-07-18,11,15,10,11,7,10,11,11,14,7
2009-07-19,14,7,9,11,11,9,10,15,8,13
2009-07-20,10,17,9,13,13,8,13,9,9,6
2009-07-21,10,8,6,10,11,11,10,20,8,13
2009-07-22,7,10,9,14,10,14,9,9,13,12
2009-07-23,9,17,5,15,14,7,11,7,12,10
2009-07-24,14,6,10,9,16,12,6,12,13,9
2009-07-25,13,9,9,14,10,9,16,10,7,10
2009-07-26,12,4,15,10,11,11,17,8,8,11
2009-07-27,9,14,14,8,12,6,9,15,11,9
2009-07-28,11,10,10,11,6,13,11,13,11,11
2009-07-29,6,9,12,14,17,9,16,8,7,9
2009-07-30,7,16,17,19,12,9,4,8,11,4
2009-07-31,11,8,6,10,9,13,12,8,19,11
2009-08-01,14,11,11,18,8,6,9,7,16,7
2009-08-02,8,13,10,12,9,11,13,10,6,15
2009-08-03,7,11,11,7,9,11,11,18,8,14
2009-08-04,8,7,12,6,14,12,12,10,21,5
2009-08-05,9,10,7,16,17,5,10,11,8,14
2009-08-06,17,7,10,10,9,9,7,15,9,14
2009-08-07,9,9,12,7,13,17,6,11,12,11
2009-08-08,10,7,11,11,11,9,11,13,12,12
2009-08-09,6,9,13,21,13,9,8,7,10,11
2009-08-10,6,7,12,18,13,11,10,11,12,7
2009-08-11,10,12,11,11,7,12,11,7,10,16
2009-08-12,14,18,9,3,8,9,11,12,15,8
2009-08-13,10,17,11,13,8,12,6,8,12,10
2009-08-14,14,15,8,10,4,11,8,18,7,12
2009-08-15,9,9,11,12,15,10,9,10,15,7
2009-08-16,8,14,12,8,10,14,10,10,5,16
2009-08-17,12,8,12,11,15,13,7,10,9,10
2009-08-18,9,17,6,10,12,8,10,15,12,8
2009-08-19,13,14,9,14,9,8,10,12,10,8
2009-08-20,11,11,2,5,13,17,12,12,11,13
2009-08-21,5,14,7,16,14,12,7,14,13,5
2009-08-22,12,9,9,11,14,16,7,9,6,14
2009-08-23,7,8,14,13,8,12,8,13,14,10
2009-08-24,7,12,13,10,8,12,11,9,10,15
2009-08-25,9,11,9,7,10,8,12,12,16,13
2009-08-26,3,11,12,10,12,8,12,12,13,14
2009-08-27,9,11,4,11,12,12,11,7,16,14
2009-08-28,8,11,16,12,11,7,9,12,9,12
2009-08-29,10,12,11,12,9,12,11,9,8,13
2009-08-30,11,6,14,14,20,8,7,13,6,8
2009-08-31,10,10,13,8,10,9,12,8,11,16
2009-09-01,9,14,13,8,8,14,12,12,10,7
2009-09-02,8,10,12,7,14,7,11,14,10,14
2009-09-03,12,11,10,7,14,10,12,10,11,10
2009-09-04,12,15,13,10,10,7,8,12,12,8
2009-09-05,13,17,12,7,11,11,7,9,6,14
2009-09-06,15,7,8,15,8,15,9,8,11,11
2009-09-07,16,13,10,9,7,9,10,10,13,10
2009-09-08,14,8,6,14,13,14,12,8,9,9
2009-09-09,7,13,11,15,11,6,8,9,13,14
2009-09-10,10,10,11,15,11,5,9,10,14,12
2009-09-11,15,10,12,10,8,10,14,7,13,8
2009-09-12,9,13,12,9,11,14,12,8,11,8
2009-09-13,12,9,12,13,7,9,11,12,13,9
2009-09-14,8,14,8,17,19,8,11,9,4,9
2009-09-15,8,10,16,10,10,11,10,14,10,8
2009-09-16,9,16,11,18,9,10,11,11,8,4
2009-09-17,15,11,13,8,10,11,6,12,11,10
2009-09-18,11,8,15,9,8,11,16,7,8,14
2009-09-19,13,9,7,6,8,15,8,11,11,19
2009-09-20,10,9,4,13,12,11,12,10,14,12
2009-09-21,10,9,21,10,11,9,8,4,13,12
2009-09-22,13,14,8,14,9,9,12,9,8,11
2009-09-23,16,8,12,11,11,10,8,16,7,8
2009-09-24,9,12,13,10,14,9,12,9,9,10
2009-09-25,11,19,10,9,15,8,13,6,12,4
2009-09-26,15,15,14,8,10,7,9,8,10,11
2009-09-27,6,8,11,9,14,13,12,14,8,12
2009-09-28,10,14,6,12,13,7,6,15,10,14
2009-09-29,12,10,13,11,13,8,7,13,8,12
2009-09-30,12,9,4,18,11,5,8,10,14,16
2009-10-01,8,17,10,11,13,11,11,7,4,15
2009-10-02,10,7,13,13,7,14,9,10,13,11
2009-10-03,10,9,19,8,9,11,12,7,12,10
2009-10-04,10,10,15,13,10,11,9,13,8,8
2009-10-05,10,20,16,5,11,8,11,10,8,8
2009-10-06,6,8,13,17,11,8,15,12,10,7
2009-10-07,10,12,10,8,14,9,13,11,7,13
2009-10-08,7,11,11,20,8,8,10,11,9,12
2009-10-09,14,13,6,13,13,10,7,9,10,12
2009-10-10,10,9,12,13,11,10,10,11,8,13
2009-10-11,13,10,12,6,14,6,11,13,10,12
2009-10-12,7,13,12,8,11,13,11,13,14,5
2009-10-13,6,15,7,8,11,11,12,16,11,10
2009-10-14,11,18,15,10,13,12,5,4,8,11
2009-10-15,12,14,11,9,22,7,1,4,14,13
2009-10-16,11,12,15,16,11,6,12,9,6,9
2009-10-17,11,7,16,3,12,11,13,11,15,8
2009-10-18,8,13,5,14,12,9,16,10,12,8
2009-10-19,8,10,8,5,12,16,10,10,19,9
2009-10-20,18,7,9,8,7,6,12,17,15,8
2009-10-21,9,11,17,6,10,16,9,13,4,12
2009-10-22,11,10,11,11,15,8,10,12,12,7
2009-10-23,9,8,7,12,18,5,15,10,7,16
2009-10-24,13,11,7,10,8,11,16,10,10,11
2009-10-25,11,11,13,12,8,14,11,8,9,10
2009-10-26,9,9,11,14,12,10,8,9,13,12
2009-10-27,10,11,5,14,7,12,14,16,7,11
2009-10-28,8,7,16,9,10,14,8,13,10,12
2009-10-29,10,10,15,11,7,11,10,5,14,14
2009-10-30,6,13,19,12,11,8,8,10,8,12
2009-10-31,16,13,7,11,11,19,6,5,12,7
2009-11-01,13,13,17,6,11,11,9,5,8,14
2009-11-02,10,15,8,10,8,8,17,12,10,9
2009-11-03,12,12,13,12,13,3,10,12,11,9
2009-11-04,12,12,9,13,15,13,4,11,6,12
2009-11-05,12,16,12,9,10,9,11,10,11,7
2009-11-06,17,9,12,8,4,13,10,17,9,8
2009-11-07,13,12,12,13,9,11,13,11,6,7
2009-11-08,11,15,12,7,7,15,7,15,10,8
2009-11-09,7,15,8,18,12,12,9,7,10,9
2009-11-10,8,7,7,7,13,16,8,11,14,16
2009-11-11,13,13,10,7,15,7,6,13,15,8
2009-11-12,8,11,8,9,16,12,8,12,10,13
2009-11-13,15,5,8,11,10,9,13,10,9,17
2009-11-14,5,8,10,14,9,17,11,12,9,12
2009-11-15,16,7,17,7,7,9,12,9,12,11
2009-11-16,12,13,12,7,12,10,9,8,11,13
2009-11-17,7,16,15,12,10,13,6,6,12,10
2009-11-18,9,10,13,14,12,8,12,8,7,14
2009-11-19,7,8,11,11,17,11,11,8,17,6
2009-11-20,22,13,5,12,8,14,5,11,10,7
2009-11-21,8,9,12,8,11,5,12,15,15,12
2009-11-22,14,16,13,13,12,10,8,8,7,6
2009-11-23,8,10,17,9,10,8,12,13,9,11
2009-11-24,8,11,8,6,9,10,13,7,16,19
2009-11-25,5,19,10,10,7,16,10,9,14,7
2009-11-26,8,8,11,8,11,20,11,10,15,5
2009-11-27,13,11,7,11,11,9,15,12,13,5
2009-11-28,9,14,11,6,14,12,11,11,10,9
2009-11-29,14,11,9,9,12,9,11,10,12,10
2009-11-30,19,11,4,9,7,13,10,9,11,14
2009-12-01,16,14,6,10,12,9,11,8,6,15
2009-12-02,10,11,10,11,9,11,10,16,7,12
2009-12-03,16,8,9,8,13,11,9,17,6,10
2009-12-04,12,9,12,13,11,4,6,11,9,20
2009-12-05,15,11,9,12,13,10,8,7,13,9
2009-12-06,11,19,9,10,15,8,4,11,11,9
2009-12-07,8,5,12,11,7,8,8,15,14,19
2009-12-08,11,12,7,10,17,5,9,15,13,8
2009-12-09,11,5,11,13,8,17,9,9,9,15
2009-12-10,5,11,6,12,18,12,9,14,9,11
2009-12-11,16,8,12,17,12,7,9,7,11,8
2009-12-12,10,8,17,14,12,8,10,8,11,9
2009-12-13,9,12,10,14,13,14,7,16,5,7
2009-12-14,10,10,8,15,13,17,7,8,9,10
2009-12-15,8,9,9,11,8,8,13,14,16,11
2009-12-16,8,14,5,15,10,11,14,10,11,9
2009-12-17,12,10,15,13,10,7,11,12,6,11
2009-12-18,15,10,11,8,11,9,12,7,8,16
2009-12-19,12,8,11,9,14,7,12,8,19,7
2009-12-20,11,14,12,12,6,5,8,14,14,11
2009-12-21,16,6,15,8,9,6,9,17,13,8
2009-12-22,10,11,11,12,11,7,8,10,9,18
2009-12-23,12,12,7,9,14,9,8,17,4,15
2009-12-24,10,7,11,11,10,9,14,13,11,11
2009-12-25,10,10,11,8,17,10,19,8,10,4
2009-12-26,11,10,12,6,11,12,15,13,7,10
2009-12-27,10,9,13,4,8,7,14,13,12,17
2009-12-28,8,8,5,11,17,14,13,16,9,6
2009-12-29,10,5,15,11,14,12,17,7,6,10
2009-12-30,8,11,8,13,17,14,8,13,7,8
2009-12-31,13,10,8,10,9,9,14,10,13,11
2010-01-01,11,8,9,15,15,6,9,16,8,10
2010-01-02,11,8,15,13,12,8,9,12,10,9
2010-01-03,11,12,11,6,10,9,14,15,8,11
2010-01-04,8,10,11,15,10,7,10,12,13,11
2010-01-05,6,9,11,11,13,16,10,11,11,9
2010-01-06,11,16,14,10,11,8,13,9,7,8
2010-01-07,13,12,9,8,11,16,11,7,11,9
2010-01-08,7,9,10,6,7,11,12,10,17,18
2010-01-09,9,11,10,7,8,9,11,10,14,18
2010-01-10,13,7,8,10,10,11,10,15,14,9
2010-01-11,11,8,9,16,8,14,15,9,10,7
2010-01-12,14,12,12,6,5,13,8,11,10,16
2010-01-13,15,11,9,11,11,13,9,7,10,11
2010-01-14,12,4,6,6,13,11,8,13,23,11
2010-01-15,8,11,12,16,9,13,7,11,10,10
2010-01-16,11,11,12,11,9,11,6,12,11,13
2010-01-17,18,12,9,4,9,9,11,16,6,13
2010-01-18,10,6,10,16,9,10,10,13,11,12
2010-01-19,10,10,12,15,13,7,9,13,8,10
2010-01-20,11,8,7,19,10,9,12,7,11,13
2010-01-21,9,14,10,7,12,14,12,9,11,9
2010-01-22,12,11,11,9,15,10,9,16,8,6
2010-01-23,14,13,7,7,11,9,9,7,12,18
2010-01-24,12,14,9,10,6,9,10,12,12,13
2010-01-25,12,7,10,13,9,6,13,12,16,9
2010-01-26,7,15,6,11,12,20,9,5,11,11
2010-01-27,7,12,10,10,13,8,18,7,6,16
2010-01-28,10,12,13,13,11,10,10,8,6,14
2010-01-29,6,12,11,4,9,17,13,13,7,15
2010-01-30,9,4,12,20,13,8,9,18,7,7
2010-01-31,12,15,8,9,9,11,9,12,8,14
2010-02-01,16,8,6,5,13,14,14,11,12,8
2010-02-02,8,14,12,12,9,14,15,5,6,12
2010-02-03,12,10,11,10,9,14,7,8,12,14
2010-02-04,9,9,6,14,9,9,14,13,12,12
2010-02-05,12,7,13,9,10,11,10,11,13,11
2010-02-06,7,7,10,13,9,14,9,11,13,14
2010-02-07,11,15,8,9,8,11,10,15,14,6
2010-02-08,12,9,16,9,9,13,11,10,7,11
2010-02-09,8,17,10,15,6,7,20,7,10,7
2010-02-10,9,17,6,14,7,8,14,9,11,12
2010-02-11,11,16,16,11,11,10,10,8,6,8
2010-02-12,7,14,6,12,9,15,10,12,15,7
2010-02-13,0,0,0,0,0,0,0,0,0,0
2010-02-14,0,0,0,0,0,0,0,0,0,0
2010-02-15,0,0,0,0,0,0,0,0,0,0
2010-02-16,0,0,0,0,0,0,0,0,0,0
2010-02-17,15,11,8,6,8,13,7,12,12,15
2010-02-18,12,10,7,8,9,11,15,14,4,17
2010-02-19,12,10,9,12,5,9,14,10,16,10
2010-02-20,12,14,6,7,12,11,12,11,9,13
2010-02-21,9,9,13,12,13,15,10,8,10,8
2010-02-22,11,13,8,14,14,8,12,12,7,8
2010-02-23,10,13,8,12,10,14,10,6,15,9
2010-02-24,15,6,7,19,10,8,10,10,10,12
2010-02-25,13,13,6,11,10,15,9,9,11,10
2010-02-26,12,10,12,15,8,9,10,15,8,8
2010-02-27,14,11,10,8,8,13,12,9,13,9
2010-02-28,6,12,8,7,8,8,15,15,19,9
2010-03-01,12,11,9,19,6,13,6,13,8,10
2010-03-02,7,6,11,17,18,14,8,4,8,14
2010-03-03,17,12,11,7,7,5,8,11,14,15
2010-03-04,11,11,11,9,7,14,11,14,6,13
2010-03-05,14,8,11,14,11,8,7,9,15,10
2010-03-06,14,9,9,10,14,12,12,3,10,14
2010-03-07,6,14,11,11,10,16,9,15,5,10
2010-03-08,7,11,13,11,14,9,9,12,13,8
2010-03-09,16,9,13,11,11,6,9,12,9,11
2010-03-10,11,11,13,12,8,14,11,9,7,11
2010-03-11,10,10,10,10,10,10,11,13,11,12
2010-03-12,15,6,13,8,12,9,12,7,12,13
2010-03-13,7,11,12,4,12,18,8,18,7,10
2010-03-14,9,8,11,11,9,17,12,13,7,10
2010-03-15,9,6,10,15,14,9,11,11,11,11
2010-03-16,10,16,8,14,13,10,9,11,7,9
2010-03-17,16,9,18,8,15,6,6,8,7,14
2010-03-18,11,8,12,4,11,16,10,10,8,17
2010-03-19,10,9,12,9,14,8,7,12,13,13
2010-03-20,9,11,12,10,10,11,14,9,12,9
2010-03-21,9,10,11,14,8,7,11,10,14,13
2010-03-22,6,11,8,10,17,13,9,13,10,10
2010-03-23,11,7,14,8,6,16,12,10,12,11
2010-03-24,9,12,12,10,12,14,7,13,11,7
2010-03-25,13,11,16,8,9,4,10,12,9,15
2010-03-26,11,9,9,16,13,10,10,6,11,12
2010-03-27,7,11,13,13,8,13,13,14,8,7
2010-03-28,12,11,13,13,8,8,11,7,12,12
2010-03-29,11,12,13,7,9,9,8,13,15,10
2010-03-30,11,17,11,12,15,10,7,8,7,9
2010-03-31,10,8,12,12,13,7,15,9,9,12
2010-04-01,12,12,13,10,7,14,7,11,13,8
2010-04-02,10,16,12,6,12,7,10,16,8,10
2010-04-03,10,9,16,11,15,17,7,8,6,8
2010-04-04,18,10,9,8,14,12,8,9,7,12
2010-04-05,10,6,9,18,16,9,9,9,11,10
2010-04-06,12,12,10,12,16,10,7,10,8,10
2010-04-07,10,12,13,9,8,14,13,9,9,10
2010-04-08,10,11,9,13,14,9,14,8,10,9
2010-04-09,10,11,11,6,10,15,11,11,14,8
2010-04-10,15,10,9,9,14,10,10,5,13,12
2010-04-11,13,11,8,11,17,10,8,10,7,12
2010-04-12,12,5,6,12,13,10,15,10,17,7
2010-04-13,11,10,16,16,11,9,7,8,11,8
2010-04-14,12,12,12,9,12,10,7,10,13,10
2010-04-15,18,13,17,6,5,10,14,8,6,10
2010-04-16,10,15,7,5,9,9,16,14,13,9
2010-04-17,4,16,12,12,12,11,10,13,8,9
2010-04-18,9,12,10,15,12,11,9,6,8,15
2010-04-19,6,7,11,17,13,15,8,9,6,15
2010-04-20,10,9,17,5,11,8,11,11,10,15
2010-04-21,9,13,10,9,12,9,10,13,10,12
2010-04-22,4,13,13,13,9,8,14,13,8,12
2010-04-23,8,9,11,15,6,11,7,7,17,16
2010-04-24,7,13,6,8,13,11,15,11,13,10
2010-04-25,10,12,10,8,17,9,12,5,15,9
2010-04-26,10,11,6,9,10,20,12,13,4,12
2010-04-27,11,9,10,12,11,15,13,6,11,9
2010-04-28,13,7,9,14,8,11,12,8,12,13
2010-04-29,14,4,7,11,10,18,9,9,9,16
2010-04-30,15,7,15,8,7,11,10,13,11,10
2010-05-01,10,11,13,11,10,11,12,11,7,11
2010-05-02,13,7,16,8,10,8,16,12,9,8
2010-05-03,11,13,11,13,12,13,11,8,8,7
2010-05-04,8,15,6,10,7,15,9,15,13,9
2010-05-05,8,7,10,17,12,17,11,9,7,9
2010-05-06,10,9,9,9,14,10,12,16,11,7
2010-05-07,9,4,14,9,4,8,12,16,17,14
2010-05-08,11,8,15,12,12,10,10,6,9,14
2010-05-09,10,10,20,12,11,10,13,7,8,6
2010-05-10,15,12,11,7,13,10,12,5,11,11
2010-05-11,12,10,10,14,6,12,14,9,12,8
2010-05-12,9,9,5,12,15,17,6,11,10,13
2010-05-13,7,13,15,9,10,11,8,18,7,9
2010-05-14,9,18,11,6,9,6,15,10,9,14
2010-05-15,9,15,5,19,7,15,4,8,13,12
2010-05-16,16,10,10,12,9,9,8,10,13,10
2010-05-17,13,10,15,7,11,7,12,12,12,8
2010-05-18,7,6,18,6,9,10,11,13,13,14
2010-05-19,8,12,7,11,13,9,12,15,12,8
2010-05-20,9,16,12,7,6,9,13,8,17,10
2010-05-21,14,8,15,7,10,16,9,3,9,16
2010-05-22,5,4,16,15,14,6,11,13,10,13
2010-05-23,10,12,9,3,11,15,11,14,11,11
2010-05-24,7,10,11,9,15,9,12,13,13,8
2010-05-25,9,12,10,12,12,7,13,16,7,9
2010-05-26,10,7,14,17,11,9,7,9,16,7
2010-05-27,14,7,11,12,9,10,9,11,10,14
2010-05-28,12,8,12,12,7,9,10,14,12,11
2010-05-29,9,9,10,14,17,8,14,9,6,11
2010-05-30,5,18,13,10,9,9,13,8,7,15
2010-05-31,11,8,12,7,10,12,9,8,16,14
2010-06-01,6,13,13,14,7,6,12,12,15,9
